0.000000, 0.000000, 0.000000
0.000007, 0.000000, 0.000000
0.000019, 0.000000, 0.000000
0.000039, 0.000000, 0.000000
0.000064, 0.000000, 0.000000
0.000096, 0.000000, 0.000000
0.000135, 0.000000, -0.000000
0.000180, -0.000000, -0.000001
0.000231, -0.000000, -0.000003
0.000292, -0.000000, -0.000005
0.000354, -0.000000, -0.000008
0.000424, -0.000000, -0.000012
0.000497, -0.000000, -0.000017
0.000581, -0.000000, -0.000024
0.000670, -0.000000, -0.000032
0.000765, -0.000000, -0.000041
0.000868, -0.000000, -0.000052
0.000973, -0.000000, -0.000064
0.001087, -0.000000, -0.000078
0.001208, -0.000000, -0.000095
0.001334, -0.000000, -0.000113
0.001465, -0.000000, -0.000133
0.001603, -0.000000, -0.000156
0.001748, -0.000000, -0.000181
0.001901, -0.000000, -0.000210
0.002058, -0.000000, -0.000240
0.002221, -0.000000, -0.000273
0.002391, -0.000000, -0.000308
0.002566, -0.000000, -0.000344
0.002745, -0.000000, -0.000378
0.002930, -0.000000, -0.000416
0.003123, -0.000001, -0.000457
0.003329, -0.000001, -0.000503
0.003533, -0.000001, -0.000547
0.003743, -0.000001, -0.000594
0.003956, -0.000001, -0.000639
0.004180, -0.000001, -0.000685
0.004409, -0.000001, -0.000729
0.004645, -0.000001, -0.000773
0.004889, -0.000002, -0.000820
0.005137, -0.000002, -0.000865
0.005386, -0.000002, -0.000914
0.005647, -0.000002, -0.000967
0.005907, -0.000003, -0.001022
0.006185, -0.000003, -0.001079
0.006462, -0.000003, -0.001138
0.006742, -0.000003, -0.001195
0.007024, -0.000004, -0.001253
0.007327, -0.000004, -0.001314
0.007621, -0.000005, -0.001377
0.007934, -0.000005, -0.001447
0.008246, -0.000005, -0.001520
0.008563, -0.000006, -0.001591
0.008879, -0.000006, -0.001658
0.009206, -0.000007, -0.001725
0.009543, -0.000008, -0.001791
0.009887, -0.000008, -0.001855
0.010230, -0.000009, -0.001922
0.010579, -0.000009, -0.001986
0.010935, -0.000010, -0.002055
0.011305, -0.000011, -0.002131
0.011672, -0.000012, -0.002203
0.012038, -0.000012, -0.002277
0.012457, -0.000013, -0.002363
0.012801, -0.000014, -0.002433
0.013198, -0.000015, -0.002514
0.013594, -0.000016, -0.002591
0.013992, -0.000017, -0.002665
0.014401, -0.000018, -0.002744
0.014814, -0.000019, -0.002820
0.015238, -0.000021, -0.002903
